,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,label
5771,-14.069,-3.347,-3.123,-1.129,0.214,-1.485,-0.285,-6.083,5.046,3.082,-3.743,-3.988,-5.056,1.099,7.131,11.22,2.492,6.582,2.075,12.258,3.682,4.476,1.261,5.137,-0.071,3.418,-5.239,3.306,3.927,7.121,-4.313,-15.584,-6.47,-7.385,-2.604,1.689,3.133,2.869,-6.999,10.895,1.648,6.042,1.048,3.621,3.611,-1.699,0.132,-8.087,0.58,4.74,2.106,6.917,2.584,5.402,0.173,1.495,-0.559,2.92,-2.401,3.418,3.733,4.537,-0.295,-0.397,1
5772,-10.651,-1.394,3.713,1.801,2.655,-0.02,0.203,-5.595,6.51,3.571,-3.255,-3.499,-5.056,5.005,10.549,14.638,2.981,5.605,1.587,6.399,3.682,3.988,1.75,3.672,-0.071,3.906,-4.751,3.794,5.391,8.586,-2.848,-11.678,-3.052,-2.991,-0.163,3.642,7.039,4.822,-5.046,12.848,2.625,6.042,1.536,4.598,5.076,3.672,3.062,-6.622,0.58,1.811,3.082,4.964,3.072,5.402,1.638,2.96,-0.559,4.384,-0.936,2.93,4.222,4.049,2.635,2.533,1
5773,-7.233,2.024,6.154,4.73,4.608,0.956,1.18,-5.595,8.464,3.571,-1.302,-3.011,-4.567,8.911,12.99,17.568,3.957,5.117,2.075,-1.414,4.659,3.011,3.215,2.207,0.417,5.371,-4.262,4.283,7.345,10.05,-0.895,-9.725,0.366,2.38,2.279,4.618,9.969,5.798,-2.604,13.336,4.578,6.042,2.513,4.598,6.053,9.043,5.503,-5.646,1.068,-1.119,4.059,3.011,3.56,4.913,3.591,3.937,0.417,4.873,1.017,2.93,5.198,4.049,5.564,5.463,1
5774,-6.256,3.977,3.225,5.219,4.608,0.956,0.692,-7.548,8.464,3.082,0.651,-3.011,-4.567,9.888,11.525,18.545,5.422,4.628,3.052,-7.273,5.147,2.035,4.191,0.743,0.905,5.859,-3.286,3.794,7.833,9.562,0.081,-10.213,2.319,5.798,3.255,4.13,9.969,5.31,-1.139,12.36,5.554,6.042,4.466,3.621,6.053,9.532,5.503,-6.134,2.045,-3.56,5.035,2.035,4.049,4.425,5.056,4.425,-0.071,5.361,1.506,1.953,5.198,4.049,6.541,5.951,1
5775,-8.698,3.489,-2.146,3.265,2.655,-0.509,-1.261,-9.013,7.487,2.594,1.628,-3.988,-4.567,8.911,8.108,16.591,5.91,4.628,5.005,-7.762,5.147,1.546,3.703,0.254,1.394,5.371,-2.309,2.33,7.345,7.609,-0.407,-12.655,1.831,4.822,1.302,2.177,7.039,4.333,-2.116,11.383,5.554,5.554,6.419,1.668,4.588,5.137,3.55,-7.599,3.021,-3.072,5.035,1.546,4.049,3.937,4.079,3.448,-0.559,4.384,0.529,1.465,4.71,4.049,5.076,4.486,1
5776,-12.115,0.559,-7.029,0.824,-0.275,-2.95,-3.703,-10.478,5.046,1.617,0.163,-4.476,-4.567,5.493,4.201,14.15,5.91,4.628,6.47,-3.367,4.659,1.546,3.215,0.254,0.905,3.906,-2.309,0.376,4.903,4.191,-1.872,-14.608,-1.099,0.916,-2.116,-0.264,2.157,2.869,-5.046,9.918,4.578,4.578,7.395,0.203,2.635,-1.211,-0.356,-10.04,3.021,-1.119,4.059,1.546,4.049,3.937,2.614,1.495,-1.048,2.431,-2.401,0.488,3.245,3.56,2.635,2.045,1
5777,-15.045,-2.37,-7.517,-0.641,-2.228,-4.415,-5.168,-10.478,3.581,1.129,-2.279,-4.964,-4.567,2.075,1.76,12.685,4.934,5.117,5.981,2.492,4.171,1.546,1.75,0.743,-0.071,1.465,-3.286,-1.088,2.95,1.261,-4.313,-14.608,-4.028,-3.479,-4.557,-1.241,-1.75,2.38,-7.487,8.453,3.113,4.089,7.395,-0.285,1.17,-3.652,-2.309,-11.017,2.045,0.834,3.082,2.035,3.56,4.425,0.173,-0.946,-1.536,0.478,-5.33,0.0,1.78,3.072,1.17,1.068,1
5778,-16.022,-4.323,-5.076,-0.153,-2.716,-4.903,-5.656,-9.501,3.092,0.641,-4.232,-4.476,-4.079,1.587,1.76,12.685,3.957,6.093,4.028,5.91,3.194,2.035,0.285,1.231,-1.048,0.0,-4.262,-1.577,1.485,-0.203,-5.778,-13.143,-5.493,-4.456,-4.557,-1.241,-3.215,2.869,-7.975,7.965,2.625,4.089,6.419,0.692,0.682,-1.699,-1.821,-10.529,1.068,1.811,2.106,2.035,3.072,4.913,-0.804,-1.923,-1.048,-0.498,-6.795,0.0,0.804,2.584,3.123,3.021,1
5779,-14.557,-3.347,-2.635,1.312,-0.763,-3.927,-4.679,-8.525,4.557,0.641,-4.232,-3.499,-3.591,3.052,3.713,14.638,3.469,6.582,1.587,5.91,2.706,2.523,-0.692,1.231,-2.024,0.488,-5.239,-1.088,1.485,0.773,-5.29,-11.678,-4.517,-3.479,-2.116,-0.264,-2.238,3.845,-6.022,7.477,3.113,5.066,5.931,1.668,2.146,3.672,0.621,-9.064,0.092,0.834,1.617,2.035,3.072,4.913,-0.315,-1.923,-0.559,-0.498,-6.307,0.0,0.315,2.584,6.541,5.951,1
5780,-11.627,-0.905,-2.146,1.801,0.702,-3.438,-4.191,-8.036,6.51,1.129,-2.767,-3.011,-2.614,5.493,5.666,15.615,3.469,6.582,0.122,2.981,2.218,2.035,-0.692,1.231,-2.024,1.953,-5.239,-0.6,1.973,2.726,-3.825,-13.143,-2.563,-1.526,0.814,0.712,0.203,4.822,-4.557,7.477,4.578,6.531,5.442,2.645,3.611,8.555,3.55,-8.087,0.092,-0.631,1.617,2.035,3.56,4.913,1.149,-0.458,0.417,-0.01,-4.842,0.488,0.315,2.584,8.982,8.881,1
5781,-10.162,1.536,-4.1,0.336,1.19,-2.95,-3.703,-8.036,7.487,1.129,-1.302,-3.011,-2.614,6.47,6.643,14.15,2.981,6.093,-0.854,0.539,2.218,1.546,-0.692,1.231,-1.048,2.93,-5.239,0.376,2.462,4.679,-2.848,-16.561,-1.099,-0.061,1.79,1.2,3.133,4.333,-3.092,6.989,4.578,6.531,3.977,2.645,4.1,8.555,3.062,-8.087,-0.397,-1.119,1.129,2.523,3.56,4.425,2.126,1.007,0.417,0.478,-3.377,0.488,0.315,2.584,8.494,7.904,1
5782,-10.162,2.024,-6.541,-1.129,0.702,-2.95,-4.191,-8.036,6.999,1.129,-0.814,-3.499,-2.614,4.028,6.154,11.709,2.004,5.605,-0.854,0.051,2.218,1.058,-1.668,1.231,-0.559,2.93,-5.239,-0.112,1.485,4.679,-2.848,-19.979,-0.61,-0.061,0.326,1.2,4.598,3.845,-3.581,7.477,4.089,6.042,1.536,2.157,3.611,4.649,1.109,-8.575,-1.373,-1.119,0.153,2.523,3.072,3.937,1.638,1.495,-0.071,-0.01,-3.866,0.488,-0.173,2.096,5.076,4.486,1
5783,-11.139,1.048,-8.006,-1.129,0.214,-2.95,-5.656,-7.548,5.046,1.129,-2.279,-4.476,-3.591,1.099,4.201,9.267,1.027,5.605,-1.343,1.027,1.241,0.57,-2.645,0.743,-1.048,1.465,-5.727,-1.577,0.509,2.726,-4.313,-21.444,-1.587,-1.038,-2.604,1.2,4.598,2.869,-5.046,7.965,2.625,5.066,-1.394,1.668,2.635,-0.722,-1.333,-9.552,-2.838,-0.631,-1.312,2.035,2.584,3.448,-0.315,0.031,-1.048,-1.475,-5.819,-0.488,-1.149,1.607,0.193,-0.397,1
5784,-12.115,0.071,-8.006,0.824,-0.275,-2.95,-6.144,-7.548,4.069,1.617,-4.232,-4.476,-3.591,-1.343,1.76,8.779,-0.437,5.117,-2.319,2.004,0.264,0.57,-4.11,-0.234,-2.513,-0.488,-7.192,-3.042,-1.444,0.773,-6.755,-20.467,-2.563,-1.038,-4.069,1.689,3.621,2.869,-5.534,8.942,2.136,3.601,-3.347,2.157,2.635,-3.652,-2.797,-9.064,-4.303,-0.631,-2.777,0.57,2.096,3.937,-2.268,-1.434,-0.559,-2.94,-7.772,-1.465,-2.614,0.631,-3.225,-3.326,1
5785,-12.604,-0.417,-8.006,3.754,1.19,-1.485,-5.656,-6.083,4.557,2.106,-4.72,-3.499,-3.591,-0.854,-0.193,10.244,-0.437,5.605,-3.296,2.981,-0.712,0.57,-5.086,-0.234,-3.977,-1.465,-8.657,-3.042,-1.933,0.773,-7.731,-17.049,-2.563,-0.061,-4.069,2.665,1.18,2.869,-5.534,10.406,3.113,1.648,-3.835,3.621,3.611,-3.652,-3.286,-7.111,-4.303,-0.631,-3.754,0.57,1.607,4.425,-3.733,-2.411,-0.071,-3.428,-8.26,-1.953,-3.591,0.631,-3.225,-3.815,1
5786,-11.139,0.559,-8.982,5.707,3.143,0.468,-4.679,-5.595,6.022,3.082,-3.743,-2.035,-2.126,0.61,-1.17,14.15,0.539,6.093,-4.272,3.469,-0.712,1.058,-5.086,-0.234,-4.466,-0.488,-9.633,-2.065,-0.956,2.726,-7.243,-13.143,-0.61,1.892,-1.628,4.13,-0.773,3.845,-4.069,11.871,5.066,1.16,-2.858,5.086,5.564,-2.187,-2.309,-5.157,-3.326,0.346,-3.754,2.035,2.096,4.913,-4.222,-1.434,0.905,-2.452,-7.284,-1.465,-3.103,0.631,-1.272,-1.373,1
5787,-10.162,2.513,-9.471,6.195,4.608,2.421,-2.726,-4.13,8.464,5.035,-2.279,-1.058,-1.149,3.052,-0.682,17.08,1.516,7.558,-3.296,5.422,-0.224,1.546,-4.11,1.231,-3.489,1.953,-9.145,-0.6,0.997,5.656,-4.313,-10.213,0.854,2.869,1.302,5.107,-1.261,4.822,-2.116,13.336,6.531,2.136,-1.394,6.551,6.541,0.254,-2.309,-3.693,-1.862,1.811,-2.777,3.988,2.584,4.913,-3.245,0.519,1.882,-0.498,-4.354,0.0,-2.126,1.119,1.658,1.556,1
5788,-9.186,4.954,-8.494,5.707,5.585,3.398,-1.75,-2.665,9.928,6.5,-1.302,-0.081,-0.661,5.005,2.248,20.009,2.004,8.535,-1.831,6.399,0.753,2.523,-2.157,2.696,-1.536,4.883,-7.68,1.353,2.462,7.609,-1.383,-7.772,1.831,2.869,2.279,6.571,0.203,6.287,-0.651,14.313,6.531,4.089,-0.905,7.528,7.517,2.207,-1.821,-3.204,-0.397,3.276,-0.824,5.941,3.072,5.402,-1.292,2.96,1.882,0.966,-1.912,1.465,-0.173,1.607,4.1,3.998,1
5789,-8.209,6.419,-5.076,6.195,5.585,4.374,-1.261,-1.2,9.928,7.477,-2.767,-0.081,-0.173,6.958,5.178,21.474,2.004,8.535,0.61,4.934,1.241,2.523,-0.692,2.696,0.905,6.348,-5.239,2.33,3.927,9.074,1.058,-6.307,1.831,1.404,1.79,8.036,3.621,8.24,0.814,15.289,5.066,7.507,-0.905,8.016,7.029,4.161,-1.333,-2.716,0.092,2.299,1.129,4.964,3.072,5.402,0.661,3.937,1.882,2.431,-0.448,1.953,0.804,2.096,6.053,5.951,1
5790,-7.233,6.907,-0.682,7.172,6.561,4.862,-0.773,0.264,9.44,7.965,-3.743,-0.081,0.315,8.911,7.131,21.474,2.004,8.046,2.563,0.539,1.729,1.546,-0.203,1.719,1.882,5.859,-3.286,2.33,4.415,8.586,2.035,-5.819,1.831,-0.549,0.326,9.501,6.063,10.681,1.79,15.778,3.601,9.949,0.071,8.993,7.029,6.602,-0.844,-2.228,-0.397,0.346,2.594,2.523,3.072,4.913,1.638,4.425,1.882,2.431,-0.448,1.953,1.292,2.096,7.029,6.927,1
5791,-6.256,5.931,2.248,8.148,7.538,4.862,0.203,0.753,9.928,7.477,-3.743,-0.081,0.804,11.353,7.131,20.009,2.492,7.07,4.028,-4.832,1.729,0.57,0.285,-0.234,1.882,4.883,-2.797,1.353,3.927,8.097,1.546,-6.795,1.343,-2.991,-0.163,10.478,6.551,12.146,2.767,15.289,3.601,10.437,2.024,8.993,7.517,7.09,0.132,-1.74,-0.397,-2.584,3.082,0.57,3.072,4.425,2.126,3.448,1.882,1.455,-0.448,0.488,0.804,1.607,7.517,7.416,1
5792,-5.28,3.977,2.736,7.172,8.514,4.374,0.692,0.753,10.417,5.524,-1.302,-0.57,0.804,11.841,5.178,16.591,3.469,5.117,4.517,-7.273,1.729,-0.407,0.285,-1.211,1.394,2.93,-2.309,0.376,3.927,7.609,1.546,-9.237,1.831,-3.967,1.302,9.501,4.598,11.169,2.279,14.313,5.066,8.484,5.442,8.504,8.982,5.137,0.132,-1.251,0.092,-3.56,2.594,0.081,3.56,3.448,2.614,1.495,1.882,0.478,-0.936,-0.488,0.315,1.119,6.541,6.439,1
5793,-5.768,2.024,0.783,3.265,9.491,3.886,0.692,-1.2,11.882,3.571,1.139,-1.546,1.292,8.911,4.201,12.685,4.934,4.628,5.005,-5.809,1.729,-0.407,0.773,-1.211,0.905,1.953,-1.821,0.376,4.415,8.097,2.035,-12.166,2.319,-2.502,3.255,6.083,2.157,7.751,1.302,12.36,7.019,5.066,8.86,7.528,9.959,0.743,1.597,-1.74,1.556,-2.096,3.082,1.058,4.049,2.96,4.079,1.007,1.882,0.966,0.529,-0.977,0.804,0.631,4.588,3.998,1
5794,-7.233,1.048,-1.17,-0.153,9.003,2.909,-0.773,-3.642,12.37,0.641,2.604,-3.011,0.804,3.54,5.666,10.244,6.399,4.14,5.493,-1.414,2.706,0.081,1.75,-0.722,1.394,0.977,-0.356,1.353,5.391,9.074,3.988,-14.608,2.319,0.427,4.232,1.689,1.668,3.845,-0.651,9.918,8.484,1.648,11.302,5.575,9.959,-3.652,4.527,-3.204,3.998,-0.631,5.035,2.523,4.537,2.472,7.009,0.519,0.905,1.943,1.994,-0.488,1.78,0.631,2.635,2.533,1
5795,-7.721,2.024,-0.682,-2.106,8.026,1.444,-3.215,-6.083,11.393,-0.824,2.116,-4.476,-0.661,-0.366,10.549,10.244,7.375,3.652,6.958,1.027,3.682,0.57,4.191,0.254,2.37,0.0,3.55,2.33,7.833,11.027,7.406,-13.631,2.319,4.822,4.72,-1.729,3.133,-0.061,-1.628,8.453,8.484,0.671,11.79,3.621,8.494,-5.117,8.433,-5.157,5.951,-0.142,7.477,1.546,4.537,1.984,10.915,0.519,-0.071,3.896,4.435,0.488,3.733,1.119,2.146,2.045,1
5796,-6.744,3.977,1.272,-0.641,6.561,-0.02,-5.656,-7.06,9.928,-1.312,0.163,-5.941,-2.126,-2.319,14.943,12.685,7.375,3.164,8.423,0.539,5.147,1.058,6.632,0.743,2.858,-0.977,7.945,3.306,9.786,12.492,10.335,-10.701,2.319,7.751,3.743,-2.706,6.063,-0.549,-1.139,7.477,7.507,1.648,11.302,2.157,6.541,-2.675,12.339,-6.134,7.904,-1.119,10.406,0.081,5.025,1.495,14.333,1.007,-1.536,5.849,7.365,1.465,5.686,1.607,3.611,3.51,1
5797,-5.28,5.442,3.225,2.777,5.585,-0.509,-8.097,-7.06,8.464,-0.824,-1.79,-6.917,-2.614,-0.854,15.92,14.638,7.375,3.164,9.399,-2.879,5.636,1.058,8.097,-0.234,2.858,-0.977,10.874,3.794,11.251,14.445,11.8,-7.284,1.343,8.24,2.767,-0.753,8.016,0.916,-0.163,6.989,7.019,3.113,9.349,1.18,4.588,0.254,13.804,-7.111,8.881,-2.584,11.871,-1.383,5.025,1.007,16.774,1.984,-2.024,6.826,9.318,1.465,6.663,2.096,5.076,4.974,1
5798,-4.791,4.466,2.736,5.707,4.608,-0.997,-8.586,-6.571,7.487,0.153,-2.279,-6.917,-3.103,0.61,12.014,13.662,7.375,2.675,9.399,-4.832,6.124,0.57,8.097,-0.722,1.882,-0.977,11.363,3.794,11.251,14.933,12.288,-6.795,-0.122,5.798,2.279,2.177,7.039,3.357,0.326,6.989,6.531,4.089,7.395,1.668,3.611,1.719,11.363,-8.087,8.392,-2.584,10.895,-0.895,5.025,1.007,15.798,2.96,-2.513,6.826,9.806,0.977,6.175,2.096,4.1,3.998,1
5799,-6.256,2.513,-0.682,5.707,4.12,-0.997,-8.586,-6.083,7.487,0.641,-1.79,-6.429,-2.614,0.61,5.666,9.755,5.91,2.675,7.446,-4.344,5.147,0.57,6.632,-0.722,0.905,0.0,8.921,3.306,9.786,13.468,10.335,-9.725,-2.563,1.892,1.79,3.642,4.598,4.333,-0.651,7.477,6.531,3.113,4.466,2.157,3.123,0.254,6.48,-9.064,6.439,-1.119,8.453,1.058,4.537,1.007,12.868,2.96,-2.024,5.361,8.341,0.488,5.198,1.607,-0.783,-0.885,1
5800,-9.186,0.559,-5.564,4.242,3.632,-0.509,-8.097,-5.595,7.487,1.129,-2.279,-5.941,-2.614,-0.366,0.783,4.873,3.469,3.652,4.517,-0.926,3.682,0.57,3.703,-0.234,-0.559,0.488,4.038,1.841,6.856,10.539,7.406,-14.608,-4.517,-0.061,1.302,3.153,1.668,3.845,-2.604,8.453,6.042,2.625,0.559,2.645,3.123,-2.187,2.085,-9.552,3.51,0.346,4.547,3.011,3.56,1.495,8.474,1.984,-1.536,3.408,5.412,0.0,2.757,0.631,-8.108,-8.209,1
5801,-11.627,0.071,-8.982,3.265,3.632,0.468,-7.609,-5.595,7.975,1.617,-3.255,-5.941,-2.614,-0.854,0.783,2.92,1.027,4.14,0.61,1.516,1.241,0.081,0.773,-0.234,-1.536,0.977,-1.333,0.376,3.438,6.632,3.011,-17.537,-4.517,0.916,0.326,2.177,1.18,4.333,-3.581,9.43,5.066,2.136,-2.37,3.133,3.611,-2.187,1.597,-9.552,0.58,0.346,0.641,3.011,2.584,1.495,4.079,1.007,-1.536,0.966,1.017,-0.977,0.804,0.142,-13.479,-13.58,1
5802,-11.139,2.513,-9.471,4.73,4.608,1.444,-7.121,-4.618,7.975,3.082,-4.232,-5.452,-2.126,1.587,5.178,5.849,-0.437,4.628,-2.319,1.027,0.264,-0.407,-2.157,-0.722,-2.513,1.465,-5.239,-1.577,0.509,3.703,-1.383,-17.049,-2.075,4.333,-0.163,2.665,2.157,5.798,-2.116,10.406,3.601,2.625,-3.347,3.621,4.588,1.231,3.55,-8.575,-1.862,-1.119,-1.801,1.546,1.607,1.984,0.661,-0.458,-1.048,-0.987,-3.377,-1.465,-1.149,-0.834,-14.943,-15.045,1
5803,-7.721,5.931,-7.517,8.148,6.561,2.421,-6.632,-3.153,7.975,4.547,-4.72,-5.452,-1.638,6.47,9.572,11.22,-0.926,4.14,-3.296,-0.926,-1.2,-0.895,-3.133,-1.699,-3.489,0.977,-7.192,-2.553,-1.444,2.238,-5.29,-13.631,0.854,7.751,-0.163,4.618,3.133,8.728,-0.163,10.895,3.601,3.601,-1.394,5.086,5.564,6.114,6.48,-6.622,-2.35,-2.096,-2.289,0.081,1.119,1.495,-1.78,-1.434,-1.048,-2.452,-6.307,-2.441,-2.126,-1.811,-11.525,-11.627,1
5804,-4.303,7.395,-4.588,11.566,8.026,3.398,-6.144,-1.2,8.464,6.5,-3.743,-4.964,-0.661,10.864,11.525,15.615,0.539,4.628,-2.319,-2.879,-1.2,-1.383,-3.621,-2.675,-4.466,1.465,-7.192,-3.042,-1.444,2.726,-7.243,-11.19,3.296,9.216,0.326,7.06,2.645,12.146,2.279,11.871,4.578,3.601,1.536,5.575,6.053,8.555,7.456,-5.646,-1.373,-2.584,-2.289,-0.407,1.119,1.495,-2.757,-0.946,-1.048,-2.94,-6.795,-2.93,-3.103,-1.811,-6.643,-6.744,1
5805,-3.326,6.907,-2.635,13.031,9.003,2.909,-5.168,-0.224,8.952,7.477,-2.767,-4.964,0.315,11.841,10.061,16.103,1.516,5.605,0.122,-2.879,-0.712,-1.383,-3.133,-2.675,-4.466,1.953,-6.215,-2.553,-0.956,4.191,-8.219,-11.19,3.296,8.24,0.814,9.013,1.668,13.611,2.767,12.848,5.554,4.089,4.466,6.551,7.029,7.09,5.992,-5.157,0.092,-1.119,-1.312,0.57,1.119,1.984,-2.757,-0.458,-1.048,-2.452,-6.307,-3.418,-2.126,-1.811,-3.225,-3.326,1
5806,-3.815,5.442,-1.658,12.054,8.514,1.933,-4.191,-0.224,8.952,7.477,-2.279,-4.476,0.315,9.399,6.154,14.15,2.004,6.582,1.587,-1.414,-0.712,-0.895,-2.645,-2.187,-4.466,2.441,-5.727,-1.577,-0.468,5.168,-7.731,-13.631,1.343,6.775,1.302,8.525,1.668,12.634,1.79,13.824,6.042,4.089,4.466,6.551,7.029,3.184,2.574,-5.157,0.58,-0.142,-0.336,1.546,1.119,2.472,-1.78,0.519,-0.559,-1.963,-4.842,-2.93,-2.126,-1.322,-3.713,-3.815,1
5807,-5.28,4.466,-0.682,10.101,8.026,1.444,-3.215,-0.712,8.952,6.989,-4.232,-4.476,0.315,5.981,3.225,11.709,1.027,7.558,1.099,0.051,-0.712,-0.407,-2.645,-1.211,-4.466,2.93,-6.704,-1.088,0.02,5.168,-6.755,-14.608,0.366,5.31,1.302,7.06,2.157,10.193,0.814,14.313,5.554,4.089,1.536,6.551,7.029,-0.722,-1.333,-5.157,-0.885,0.346,-1.312,1.546,1.119,2.96,-0.804,0.519,-0.071,-0.987,-4.354,-2.441,-1.638,-0.834,-6.643,-6.744,1
5808,-5.768,4.954,-0.193,9.125,8.026,0.468,-3.215,-0.712,9.44,6.012,-6.185,-3.988,-0.173,3.54,0.783,11.22,-1.414,7.558,-1.343,0.539,-1.2,-0.407,-3.133,-1.211,-4.466,2.93,-8.657,-1.577,-0.468,4.191,-5.778,-12.166,0.366,5.31,0.814,5.595,3.133,8.728,0.326,14.313,4.089,4.578,-2.37,7.039,7.517,-1.699,-3.774,-4.669,-3.326,-0.631,-3.265,0.57,0.631,2.96,-0.804,-0.458,0.417,-1.475,-5.33,-2.441,-2.126,-0.834,-10.061,-10.162,1
5809,-5.28,5.931,-1.17,8.148,8.026,0.956,-3.215,-0.712,9.44,5.035,-8.626,-3.499,-0.661,2.563,-1.658,12.685,-2.879,7.07,-4.761,0.539,-2.177,-0.895,-4.598,-2.187,-5.931,1.465,-11.587,-2.553,-1.444,2.726,-6.755,-7.284,1.343,5.31,0.326,5.595,1.18,7.751,0.814,13.824,3.113,4.578,-4.812,7.528,7.517,-1.211,-5.239,-4.181,-5.28,-2.096,-5.219,-0.895,-0.346,2.96,-1.292,-2.411,0.905,-1.963,-6.795,-2.93,-3.103,-1.322,-12.014,-12.115,1
5810,-4.303,6.419,-4.1,8.148,8.514,1.444,-3.215,0.264,9.928,4.547,-9.603,-3.011,0.315,3.052,-5.076,13.662,-3.367,6.582,-6.714,0.539,-2.665,-1.383,-5.086,-3.652,-6.907,0.0,-14.028,-4.018,-2.421,1.75,-7.731,-3.377,1.343,5.31,-0.163,6.571,-3.703,7.751,1.302,13.336,3.113,4.089,-5.3,8.504,8.006,-0.234,-6.215,-3.693,-6.256,-2.584,-6.195,-1.872,-0.346,2.96,-3.733,-4.364,1.394,-2.94,-8.26,-4.395,-4.079,-1.811,-12.99,-12.604,1
5811,-5.768,5.442,-8.006,8.148,9.003,2.421,-3.215,1.729,9.44,4.547,-10.091,-2.035,1.292,3.052,-9.959,12.685,-2.391,6.582,-7.202,2.004,-2.177,-2.36,-5.575,-4.628,-7.884,-1.953,-15.004,-4.995,-2.909,0.773,-8.708,-4.354,-0.61,4.822,-2.116,8.036,-10.05,7.751,1.302,13.336,3.601,2.625,-3.835,9.481,8.494,-1.211,-7.192,-4.181,-5.768,-2.584,-5.707,-2.36,0.142,2.96,-5.198,-5.829,1.882,-3.916,-9.237,-5.371,-4.567,-2.299,-13.967,-14.069,1
5812,-8.698,3.977,-12.4,8.636,8.514,3.886,-2.726,2.706,8.464,5.035,-10.579,-1.546,1.78,2.075,-12.4,9.267,-1.414,7.07,-5.737,3.469,-2.177,-2.36,-5.086,-4.628,-7.884,-3.418,-14.516,-5.483,-2.909,0.285,-9.684,-10.701,-4.028,4.333,-4.069,9.013,-14.445,8.24,0.326,14.313,3.601,2.625,-2.858,9.969,8.494,-3.164,-8.169,-5.646,-4.791,-2.584,-4.73,-2.36,0.631,2.472,-5.686,-7.294,2.37,-4.893,-9.725,-5.859,-4.079,-2.299,-16.408,-16.51,1
5813,-13.092,3.489,-14.353,8.148,8.026,4.374,-2.238,3.682,6.999,6.5,-11.556,-1.058,2.268,0.61,-11.424,4.384,-1.414,7.07,-4.761,2.004,-1.689,-2.36,-4.598,-5.117,-7.395,-4.395,-14.028,-5.971,-2.421,-0.203,-10.173,-19.002,-7.446,3.357,-6.022,9.501,-13.957,8.24,-1.139,15.289,4.089,4.089,-2.858,10.946,8.494,-4.14,-9.145,-6.622,-4.791,-3.072,-4.242,-3.337,1.607,2.472,-5.198,-7.782,2.858,-4.893,-9.237,-5.859,-3.591,-2.299,-18.85,-18.951,1
5814,-16.022,3.489,-15.33,7.66,7.538,4.374,-1.75,4.171,6.022,7.477,-12.044,-1.058,2.268,1.099,-7.517,1.943,-1.902,7.07,-4.761,-1.902,-2.177,-2.36,-5.086,-5.605,-7.884,-4.395,-14.028,-6.46,-2.421,-0.692,-11.149,-25.35,-8.423,2.38,-6.51,9.989,-10.05,8.24,-2.116,15.778,4.089,6.531,-3.347,11.434,8.006,-3.652,-10.122,-7.111,-5.768,-4.049,-4.73,-3.825,1.607,1.984,-5.198,-8.27,3.347,-5.381,-8.748,-6.348,-3.591,-2.299,-21.291,-20.905,1
5815,-16.998,4.466,-14.842,7.172,7.05,4.374,-1.261,4.659,6.022,7.965,-11.556,-1.546,2.268,2.563,-3.123,0.966,-1.902,6.582,-5.737,-6.297,-2.665,-2.848,-5.086,-6.093,-8.86,-3.418,-14.516,-6.46,-2.421,-0.692,-11.637,-26.815,-7.935,1.404,-6.022,10.478,-6.144,8.24,-2.116,16.266,4.089,7.996,-3.347,11.922,7.517,-1.699,-11.098,-6.134,-6.256,-4.537,-5.219,-3.825,1.119,1.984,-5.198,-7.782,3.347,-5.381,-8.748,-6.348,-3.591,-2.787,-21.779,-21.881,1
5816,-16.022,4.466,-13.865,6.683,7.538,4.374,-0.773,4.659,6.999,7.965,-9.603,-2.035,2.757,4.028,-1.658,1.943,-1.414,6.093,-5.249,-8.25,-2.665,-2.848,-5.575,-5.605,-9.349,-1.953,-14.516,-5.971,-1.933,0.773,-11.149,-24.373,-5.981,1.404,-4.069,10.966,-4.679,8.728,-2.116,15.778,4.578,7.996,-2.37,11.922,7.517,-0.234,-11.587,-5.646,-6.256,-3.56,-5.219,-2.36,1.119,1.495,-6.175,-6.317,2.858,-4.405,-8.26,-6.348,-3.591,-3.276,-21.779,-21.881,1
5817,-14.069,3.977,-13.377,7.172,8.026,5.351,-1.261,5.147,8.464,7.965,-7.65,-2.035,3.245,5.493,-3.123,3.896,-0.437,6.093,-3.296,-5.32,-2.177,-2.848,-4.598,-4.628,-8.372,0.0,-13.54,-4.506,-0.956,2.238,-10.173,-20.955,-4.517,3.357,-2.604,11.454,-6.632,8.728,-1.628,15.778,5.066,6.531,-1.394,12.41,7.517,0.743,-11.098,-5.157,-4.791,-1.607,-3.754,0.081,1.119,1.007,-5.686,-4.364,2.858,-3.428,-6.307,-5.371,-3.103,-3.276,-20.803,-20.905,1
